condition,tick,source,cell_type,transmitter_sign,target,forecast,source_spike,source_sensory_input,source_observed_current,arrival_count,signed_recurrent_current,retained_eligibility,weight_update_proposal
initial,353,26550,L1,-1.0,0.0,-0.0001744971377775073,False,0.0,22.13454818725586,0,-0.0001639605179661885,-0.0032993005588650703,0.0
initial,354,20655,L2,1.0,0.0,-0.0001744971377775073,False,0.0,21.011213302612305,0,1.8089887817041017e-05,0.0032993005588650703,0.0
initial,354,26550,L1,-1.0,0.0,-0.0001744971377775073,False,0.0,21.011213302612305,0,-0.0001331255043623969,-0.0032993005588650703,0.0
initial,355,20655,L2,1.0,0.0,-0.0001744971377775073,False,0.0,19.944889068603516,0,1.468783648306271e-05,0.0032993005588650703,0.0
initial,355,26550,L1,-1.0,0.0,-0.0001744971377775073,False,0.0,19.944889068603516,0,-0.00010808942897710949,-0.0032993005588650703,0.0
initial,356,20655,L2,1.0,0.0,-0.0001744971377775073,False,0.0,18.932680130004883,0,1.1925588296435308e-05,0.0032993005588650703,0.0
initial,356,26550,L1,-1.0,0.0,-0.0001744971377775073,False,0.0,18.932680130004883,0,-8.77617349033244e-05,-0.0032993005588650703,0.0
initial,357,20655,L2,1.0,0.0,-0.0001744971377775073,False,0.0,17.97184181213379,0,9.682818017608952e-06,0.0032993005588650703,0.0
initial,357,26550,L1,-1.0,0.0,-0.0001744971377775073,False,0.0,17.97184181213379,0,-7.125693809939548e-05,-0.0032993005588650703,0.0
initial,358,20655,L2,1.0,0.0,-0.0001744971377775073,False,0.0,17.05976676940918,0,7.861831363698002e-06,0.0032993005588650703,0.0
initial,358,26550,L1,-1.0,0.0,-0.0001744971377775073,False,0.0,17.05976676940918,0,-5.7856097555486485e-05,-0.0032993005588650703,0.0
initial,359,20655,L2,1.0,0.0,-0.0001744971377775073,True,0.0,16.193979263305664,0,6.383306299539981e-06,0.0032993005588650703,0.0
initial,359,26550,L1,-1.0,0.0,-0.0001744971377775073,True,0.0,16.193979263305664,0,-4.697546683019027e-05,-0.0032993005588650703,0.0
initial,360,20655,L2,1.0,0.0,-0.0001744971377775073,False,0.0,15.372130393981934,1,0.0021924867760390043,0.0032993005588650703,5.7571849509940876e-09
initial,360,26550,L1,-1.0,0.0,-0.0001744971377775073,False,0.0,15.372130393981934,1,-0.06737411022186279,-0.0032993005588650703,-5.7571849509940876e-09
frame-trained,232,20655,L2,1.0,-1.0,-0.36523863673210144,False,-30.0,-23.867406845092773,0,0.005902629811316729,1.0984411239624023,-0.00697247963398695
frame-trained,232,26550,L1,-1.0,-1.0,-0.36523863673210144,False,-30.0,-23.867406845092773,0,-0.2528647482395172,-1.0984430313110352,0.00697249174118042
frame-trained,233,20655,L2,1.0,0.0,-0.24696210026741028,False,0.0,-22.656129837036133,0,0.004792559426277876,0.7427300810813904,0.0
frame-trained,233,26550,L1,-1.0,0.0,-0.24696210026741028,False,0.0,-22.656129837036133,0,-0.20531007647514343,-0.7427303791046143,0.0
frame-trained,234,20655,L2,1.0,0.0,-0.24696210026741028,False,0.0,-21.506324768066406,0,0.0038912531454116106,0.7427300810813904,0.0
frame-trained,234,26550,L1,-1.0,0.0,-0.24696210026741028,False,0.0,-21.506324768066406,0,-0.16669870913028717,-0.7427303791046143,0.0
frame-trained,235,20655,L2,1.0,0.0,-0.24696210026741028,False,0.0,-20.414873123168945,0,0.0031594496686011553,0.7427300810813904,0.0
frame-trained,235,26550,L1,-1.0,0.0,-0.24696210026741028,False,0.0,-20.414873123168945,0,-0.13534873723983765,-0.7427303791046143,0.0
frame-trained,236,20655,L2,1.0,0.0,-0.24696210026741028,False,0.0,-19.378812789916992,0,0.002565271919593215,0.7427300810813904,0.0
frame-trained,236,26550,L1,-1.0,0.0,-0.24696210026741028,False,0.0,-19.378812789916992,0,-0.10989455878734589,-0.7427303791046143,0.0
frame-trained,237,20655,L2,1.0,0.0,-0.24696210026741028,False,0.0,-18.39533233642578,0,0.002082837512716651,0.7427300810813904,0.0
frame-trained,237,26550,L1,-1.0,0.0,-0.24696210026741028,False,0.0,-18.39533233642578,0,-0.08922738581895828,-0.7427303791046143,0.0
frame-trained,238,20655,L2,1.0,0.0,-0.24696210026741028,False,0.0,-17.46176528930664,0,0.0016911313869059086,0.7427300810813904,0.0
frame-trained,238,26550,L1,-1.0,0.0,-0.24696210026741028,False,0.0,-17.46176528930664,0,-0.07244695723056793,-0.7427303791046143,0.0
frame-trained,239,20655,L2,1.0,0.0,-0.24696210026741028,False,0.0,-16.575576782226562,0,0.0013730910141021013,0.7427300810813904,0.0
frame-trained,239,26550,L1,-1.0,0.0,-0.24696210026741028,False,0.0,-16.575576782226562,0,-0.05882231518626213,-0.7427303791046143,0.0
frame-trained,240,20655,L2,1.0,0.0,-0.24696210026741028,False,0.0,-15.73436164855957,0,0.0011148625053465366,0.7427300810813904,0.0018342616967856884
frame-trained,240,26550,L1,-1.0,0.0,-0.24696210026741028,False,0.0,-15.73436164855957,0,-0.047759972512722015,-0.7427303791046143,-0.0018342625116929412
frame-trained,241,20655,L2,1.0,0.0,-0.046645112335681915,False,0.0,-14.93583869934082,0,0.0009051973465830088,0.14028353989124298,0.0
frame-trained,241,26550,L1,-1.0,0.0,-0.046645112335681915,False,0.0,-14.93583869934082,0,-0.03877805545926094,-0.14028359949588776,0.0
frame-trained,242,20655,L2,1.0,0.0,-0.046645112335681915,False,0.0,-14.177841186523438,0,0.0007349625811912119,0.14028353989124298,0.0
frame-trained,242,26550,L1,-1.0,0.0,-0.046645112335681915,False,0.0,-14.177841186523438,0,-0.031485311686992645,-0.14028359949588776,0.0
frame-trained,243,20655,L2,1.0,0.0,-0.046645112335681915,False,0.0,-13.458312034606934,0,0.0005967427860014141,0.14028353989124298,0.0
frame-trained,243,26550,L1,-1.0,0.0,-0.046645112335681915,False,0.0,-13.458312034606934,0,-0.02556406892836094,-0.14028359949588776,0.0
frame-trained,244,20655,L2,1.0,0.0,-0.046645112335681915,False,0.0,-12.775299072265625,0,0.0004845171351917088,0.14028353989124298,0.0
frame-trained,244,26550,L1,-1.0,0.0,-0.046645112335681915,False,0.0,-12.775299072265625,0,-0.020756395533680916,-0.14028359949588776,0.0
frame-trained,245,20655,L2,1.0,0.0,-0.046645112335681915,False,0.0,-12.126949310302734,0,0.0003933970583602786,0.14028353989124298,0.0
frame-trained,245,26550,L1,-1.0,0.0,-0.046645112335681915,False,0.0,-12.126949310302734,0,-0.01685287058353424,-0.14028359949588776,0.0
frame-trained,246,20655,L2,1.0,0.0,-0.046645112335681915,False,0.0,-11.511503219604492,0,0.00031941334600560367,0.14028353989124298,0.0
frame-trained,246,26550,L1,-1.0,0.0,-0.046645112335681915,False,0.0,-11.511503219604492,0,-0.013683457858860493,-0.14028359949588776,0.0
frame-trained,247,20655,L2,1.0,0.0,-0.046645112335681915,False,0.0,-10.927291870117188,0,0.0002593433018773794,0.14028353989124298,0.0
frame-trained,247,26550,L1,-1.0,0.0,-0.046645112335681915,False,0.0,-10.927291870117188,0,-0.011110096238553524,-0.14028359949588776,0.0
frame-trained,248,20655,L2,1.0,0.0,-0.046645112335681915,False,0.0,-10.372729301452637,0,0.0002105702442349866,0.14028353989124298,6.543541530845687e-05
frame-trained,248,26550,L1,-1.0,0.0,-0.046645112335681915,False,0.0,-10.372729301452637,0,-0.009020690806210041,-0.14028359949588776,-6.543543713632971e-05
frame-trained,249,20655,L2,1.0,0.0,-0.008810121566057205,False,0.0,-9.84631061553955,0,0.00017096962255891412,0.02649613469839096,0.0
frame-trained,249,26550,L1,-1.0,0.0,-0.008810121566057205,False,0.0,-9.84631061553955,0,-0.007324226666241884,-0.02649614028632641,0.0
frame-trained,250,20655,L2,1.0,0.0,-0.008810121566057205,False,0.0,-9.34660816192627,0,0.00013881645281799138,0.02649613469839096,0.0
frame-trained,250,26550,L1,-1.0,0.0,-0.008810121566057205,False,0.0,-9.34660816192627,0,-0.005946805700659752,-0.02649614028632641,0.0
frame-trained,251,20655,L2,1.0,0.0,-0.008810121566057205,False,0.0,-8.872265815734863,0,0.00011271012044744566,0.02649613469839096,0.0
frame-trained,251,26550,L1,-1.0,0.0,-0.008810121566057205,False,0.0,-8.872265815734863,0,-0.004828427452594042,-0.02649614028632641,0.0
frame-trained,252,20655,L2,1.0,0.0,-0.008810121566057205,False,0.0,-8.421996116638184,0,9.15134369279258e-05,0.02649613469839096,0.0
frame-trained,252,26550,L1,-1.0,0.0,-0.008810121566057205,False,0.0,-8.421996116638184,0,-0.00392037583515048,-0.02649614028632641,0.0
frame-trained,253,20655,L2,1.0,0.0,-0.008810121566057205,False,0.0,-7.994577884674072,0,7.43030832381919e-05,0.02649613469839096,0.0
frame-trained,253,26550,L1,-1.0,0.0,-0.008810121566057205,False,0.0,-7.994577884674072,0,-0.003183095483109355,-0.02649614028632641,0.0
frame-trained,254,20655,L2,1.0,0.0,-0.008810121566057205,False,0.0,-7.588850975036621,0,6.032937017153017e-05,0.02649613469839096,0.0
frame-trained,254,26550,L1,-1.0,0.0,-0.008810121566057205,False,0.0,-7.588850975036621,0,-0.0025844709016382694,-0.02649614028632641,0.0
frame-trained,255,20655,L2,1.0,0.0,-0.008810121566057205,False,0.0,-7.203714847564697,0,4.898360566585325e-05,0.02649613469839096,0.0
frame-trained,255,26550,L1,-1.0,0.0,-0.008810121566057205,False,0.0,-7.203714847564697,0,-0.002098425757139921,-0.02649614028632641,0.0
frame-trained,256,20655,L2,1.0,1.0,-0.008810121566057205,False,30.0,23.161876678466797,0,3.977156666223891e-05,0.02649613469839096,0.00026729569071903825
frame-trained,256,26550,L1,-1.0,1.0,-0.008810121566057205,False,30.0,23.161876678466797,0,-0.001703788060694933,-0.02649614028632641,-0.00026729574892669916
frame-trained,257,20655,L2,1.0,0.0,-0.0016640167450532317,False,0.0,21.986406326293945,0,3.229198046028614e-05,0.005004472099244595,0.0
frame-trained,257,26550,L1,-1.0,0.0,-0.0016640167450532317,False,0.0,21.986406326293945,0,-0.0013833674602210522,-0.0050044734962284565,0.0
frame-trained,258,20655,L2,1.0,0.0,-0.0016640167450532317,False,0.0,20.870590209960938,0,2.6219031497021206e-05,0.005004472099244595,0.0
frame-trained,258,26550,L1,-1.0,0.0,-0.0016640167450532317,False,0.0,20.870590209960938,0,-0.0011232063407078385,-0.0050044734962284565,0.0
frame-trained,259,20655,L2,1.0,0.0,-0.0016640167450532317,False,0.0,19.811403274536133,0,2.1288184143486433e-05,0.005004472099244595,0.0
frame-trained,259,26550,L1,-1.0,0.0,-0.0016640167450532317,False,0.0,19.811403274536133,0,-0.0009119720198214054,-0.0050044734962284565,0.0
frame-trained,260,20655,L2,1.0,0.0,-0.0016640167450532317,False,0.0,18.80596923828125,0,1.7284650311921723e-05,0.005004472099244595,0.0
frame-trained,260,26550,L1,-1.0,0.0,-0.0016640167450532317,False,0.0,18.80596923828125,0,-0.0007404632051475346,-0.0050044734962284565,0.0
frame-trained,261,20655,L2,1.0,0.0,-0.0016640167450532317,False,0.0,17.851560592651367,0,1.403403530275682e-05,0.005004472099244595,0.0
frame-trained,261,26550,L1,-1.0,0.0,-0.0016640167450532317,False,0.0,17.851560592651367,0,-0.0006012089434079826,-0.0050044734962284565,0.0
frame-trained,262,20655,L2,1.0,0.0,-0.0016640167450532317,False,0.0,16.945589065551758,0,1.1394742614356801e-05,0.005004472099244595,0.0
frame-trained,262,26550,L1,-1.0,0.0,-0.0016640167450532317,False,0.0,16.945589065551758,0,-0.00048814338515512645,-0.0050044734962284565,0.0
frame-trained,263,20655,L2,1.0,0.0,-0.0016640167450532317,True,0.0,16.085596084594727,0,9.251805749954656e-06,0.005004472099244595,0.0
frame-trained,263,26550,L1,-1.0,0.0,-0.0016640167450532317,True,0.0,16.085596084594727,0,-0.00039634134736843407,-0.0050044734962284565,0.0
frame-trained,264,20655,L2,1.0,0.0,-0.0016640167450532317,False,0.0,15.269248008728027,1,0.003149233292788267,0.005004472099244595,8.327525335971586e-08
frame-trained,264,26550,L1,-1.0,0.0,-0.0016640167450532317,False,0.0,15.269248008728027,1,-0.34558022022247314,-0.0050044734962284565,-8.327528178142529e-08
frame-trained,280,20655,L2,1.0,-1.0,-0.24779869616031647,False,-30.0,-23.364013671875,0,0.0015386029845103621,0.7243154644966125,-0.005448310170322657
frame-trained,280,26550,L1,-1.0,-1.0,-0.24779869616031647,False,-30.0,-23.364013671875,0,-0.1690630167722702,-0.7243154644966125,0.005448310170322657
frame-trained,281,20655,L2,1.0,0.0,-0.16752439737319946,False,0.0,-22.17828369140625,0,0.0012492476962506771,0.48967158794403076,0.0
frame-trained,281,26550,L1,-1.0,0.0,-0.16752439737319946,False,0.0,-22.17828369140625,0,-0.13726840913295746,-0.48967158794403076,0.0
frame-trained,282,20655,L2,1.0,0.0,-0.16752439737319946,False,0.0,-21.052730560302734,0,0.0010143095860257745,0.48967158794403076,0.0
frame-trained,282,26550,L1,-1.0,0.0,-0.16752439737319946,False,0.0,-21.052730560302734,0,-0.11145320534706116,-0.48967158794403076,0.0
frame-trained,283,20655,L2,1.0,0.0,-0.16752439737319946,False,0.0,-19.984298706054688,0,0.0008235548157244921,0.48967158794403076,0.0
frame-trained,283,26550,L1,-1.0,0.0,-0.16752439737319946,False,0.0,-19.984298706054688,0,-0.09049290418624878,-0.48967158794403076,0.0
frame-trained,284,20655,L2,1.0,0.0,-0.16752439737319946,False,0.0,-18.970090866088867,0,0.0006686740671284497,0.48967158794403076,0.0
frame-trained,284,26550,L1,-1.0,0.0,-0.16752439737319946,False,0.0,-18.970090866088867,0,-0.0734744742512703,-0.48967158794403076,0.0
frame-trained,285,20655,L2,1.0,0.0,-0.16752439737319946,False,0.0,-18.007354736328125,0,0.0005429207812994719,0.48967158794403076,0.0
frame-trained,285,26550,L1,-1.0,0.0,-0.16752439737319946,False,0.0,-18.007354736328125,0,-0.059656593948602676,-0.48967158794403076,0.0
frame-trained,286,20655,L2,1.0,0.0,-0.16752439737319946,False,0.0,-17.093477249145508,0,0.0004408170934766531,0.48967158794403076,0.0
frame-trained,286,26550,L1,-1.0,0.0,-0.16752439737319946,False,0.0,-17.093477249145508,0,-0.04843735694885254,-0.48967158794403076,0.0
frame-trained,287,20655,L2,1.0,0.0,-0.16752439737319946,False,0.0,-16.22597885131836,0,0.0003579154144972563,0.48967158794403076,0.0
frame-trained,287,26550,L1,-1.0,0.0,-0.16752439737319946,False,0.0,-16.22597885131836,0,-0.03932804986834526,-0.48967158794403076,0.0
frame-trained,288,20655,L2,1.0,0.0,-0.16752439737319946,False,0.0,-15.402505874633789,0,0.0002906045119743794,0.48967158794403076,0.000820319342892617
frame-trained,288,26550,L1,-1.0,0.0,-0.16752439737319946,False,0.0,-15.402505874633789,0,-0.03193187341094017,-0.48967158794403076,-0.000820319342892617
frame-trained,289,20655,L2,1.0,0.0,-0.031641263514757156,False,0.0,-14.620824813842773,0,0.00023595236416440457,0.09248699992895126,0.0
frame-trained,289,26550,L1,-1.0,0.0,-0.031641263514757156,False,0.0,-14.620824813842773,0,-0.02592664770781994,-0.09248699992895126,0.0
frame-trained,290,20655,L2,1.0,0.0,-0.031641263514757156,False,0.0,-13.878813743591309,0,0.00019157829228788614,0.09248699992895126,0.0
frame-trained,290,26550,L1,-1.0,0.0,-0.031641263514757156,False,0.0,-13.878813743591309,0,-0.02105078659951687,-0.09248699992895126,0.0
frame-trained,291,20655,L2,1.0,0.0,-0.031641263514757156,False,0.0,-13.174460411071777,0,0.0001555493799969554,0.09248699992895126,0.0
frame-trained,291,26550,L1,-1.0,0.0,-0.031641263514757156,False,0.0,-13.174460411071777,0,-0.017091898247599602,-0.09248699992895126,0.0
frame-trained,292,20655,L2,1.0,0.0,-0.031641263514757156,False,0.0,-12.505853652954102,0,0.00012629618868231773,0.09248699992895126,0.0
frame-trained,292,26550,L1,-1.0,0.0,-0.031641263514757156,False,0.0,-12.505853652954102,0,-0.013877533376216888,-0.09248699992895126,0.0
frame-trained,293,20655,L2,1.0,0.0,-0.031641263514757156,False,0.0,-11.87117862701416,0,0.00010254446533508599,0.09248699992895126,0.0
frame-trained,293,26550,L1,-1.0,0.0,-0.031641263514757156,False,0.0,-11.87117862701416,0,-0.01126767322421074,-0.09248699992895126,0.0
frame-trained,294,20655,L2,1.0,0.0,-0.031641263514757156,False,0.0,-11.268712997436523,0,8.325957605848089e-05,0.09248699992895126,0.0
frame-trained,294,26550,L1,-1.0,0.0,-0.031641263514757156,False,0.0,-11.268712997436523,0,-0.009148633107542992,-0.09248699992895126,0.0
frame-trained,295,20655,L2,1.0,0.0,-0.031641263514757156,False,0.0,-10.696823120117188,0,6.760147516615689e-05,0.09248699992895126,0.0
frame-trained,295,26550,L1,-1.0,0.0,-0.031641263514757156,False,0.0,-10.696823120117188,0,-0.007428107317537069,-0.09248699992895126,0.0
frame-trained,296,20655,L2,1.0,0.0,-0.031641263514757156,False,0.0,-10.153956413269043,0,5.488809256348759e-05,0.09248699992895126,2.9264054319355637e-05
frame-trained,296,26550,L1,-1.0,0.0,-0.031641263514757156,False,0.0,-10.153956413269043,0,-0.006031149998307228,-0.09248699992895126,-2.9264054319355637e-05
frame-trained,297,20655,L2,1.0,0.0,-0.005976261105388403,False,0.0,-9.638640403747559,0,4.456563692656346e-05,0.017468532547354698,0.0
frame-trained,297,26550,L1,-1.0,0.0,-0.005976261105388403,False,0.0,-9.638640403747559,0,-0.0048969099298119545,-0.017468532547354698,0.0
frame-trained,298,20655,L2,1.0,0.0,-0.005976261105388403,False,0.0,-9.149477005004883,0,3.618445771280676e-05,0.017468532547354698,0.0
frame-trained,298,26550,L1,-1.0,0.0,-0.005976261105388403,False,0.0,-9.149477005004883,0,-0.0039759790524840355,-0.017468532547354698,0.0
frame-trained,299,20655,L2,1.0,0.0,-0.005976261105388403,False,0.0,-8.685138702392578,0,2.9379474653978832e-05,0.017468532547354698,0.0
frame-trained,299,26550,L1,-1.0,0.0,-0.005976261105388403,False,0.0,-8.685138702392578,0,-0.0032282418105751276,-0.017468532547354698,0.0
frame-trained,300,20655,L2,1.0,0.0,-0.005976261105388403,False,0.0,-8.244365692138672,0,2.385426159889903e-05,0.017468532547354698,0.0
frame-trained,300,26550,L1,-1.0,0.0,-0.005976261105388403,False,0.0,-8.244365692138672,0,-0.00262112682685256,-0.017468532547354698,0.0
frame-trained,301,20655,L2,1.0,0.0,-0.005976261105388403,False,0.0,-7.825962066650391,0,1.9368140783626586e-05,0.017468532547354698,0.0
frame-trained,301,26550,L1,-1.0,0.0,-0.005976261105388403,False,0.0,-7.825962066650391,0,-0.002128188032656908,-0.017468532547354698,0.0
frame-trained,302,20655,L2,1.0,0.0,-0.005976261105388403,False,0.0,-7.428792476654053,0,1.5725696357549168e-05,0.017468532547354698,0.0
frame-trained,302,26550,L1,-1.0,0.0,-0.005976261105388403,False,0.0,-7.428792476654053,0,-0.0017279532039538026,-0.017468532547354698,0.0
frame-trained,303,20655,L2,1.0,0.0,-0.005976261105388403,False,0.0,-7.051779270172119,0,1.2768264241458382e-05,0.017468532547354698,0.0
frame-trained,303,26550,L1,-1.0,0.0,-0.005976261105388403,False,0.0,-7.051779270172119,0,-0.001402987982146442,-0.017468532547354698,0.0
frame-trained,304,20655,L2,1.0,1.0,-0.005976261105388403,False,30.0,23.306100845336914,0,1.0367017239332199e-05,0.017468532547354698,0.0001757292920956388
frame-trained,304,26550,L1,-1.0,1.0,-0.005976261105388403,False,30.0,23.306100845336914,0,-0.00113913684617728,-0.017468532547354698,-0.0001757292920956388
frame-trained,305,20655,L2,1.0,0.0,-0.001128769596107304,False,0.0,22.123310089111328,0,8.41735800349852e-06,0.0032993785571306944,0.0
frame-trained,305,26550,L1,-1.0,0.0,-0.001128769596107304,False,0.0,22.123310089111328,0,-0.0009249065769836307,-0.0032993785571306944,0.0
frame-trained,306,20655,L2,1.0,0.0,-0.001128769596107304,False,0.0,21.000545501708984,0,6.834358828200493e-06,0.0032993785571306944,0.0
frame-trained,306,26550,L1,-1.0,0.0,-0.001128769596107304,False,0.0,21.000545501708984,0,-0.000750965264160186,-0.0032993785571306944,0.0
frame-trained,307,20655,L2,1.0,0.0,-0.001128769596107304,False,0.0,19.934762954711914,0,5.549064098886447e-06,0.0032993785571306944,0.0
frame-trained,307,26550,L1,-1.0,0.0,-0.001128769596107304,False,0.0,19.934762954711914,0,-0.0006097359582781792,-0.0032993785571306944,0.0
frame-trained,308,20655,L2,1.0,0.0,-0.001128769596107304,False,0.0,18.92306900024414,0,4.505486685957294e-06,0.0032993785571306944,0.0
frame-trained,308,26550,L1,-1.0,0.0,-0.001128769596107304,False,0.0,18.92306900024414,0,-0.0004950667498633265,-0.0032993785571306944,0.0
frame-trained,309,20655,L2,1.0,0.0,-0.001128769596107304,False,0.0,17.962718963623047,0,3.6581682252290193e-06,0.0032993785571306944,0.0
frame-trained,309,26550,L1,-1.0,0.0,-0.001128769596107304,False,0.0,17.962718963623047,0,-0.0004019626649096608,-0.0032993785571306944,0.0
frame-trained,310,20655,L2,1.0,0.0,-0.001128769596107304,False,0.0,17.051105499267578,0,2.970199602714274e-06,0.0032993785571306944,0.0
frame-trained,310,26550,L1,-1.0,0.0,-0.001128769596107304,False,0.0,17.051105499267578,0,-0.0003263680846430361,-0.0032993785571306944,0.0
frame-trained,311,20655,L2,1.0,0.0,-0.001128769596107304,True,0.0,16.18575668334961,0,2.4116129679896403e-06,0.0032993785571306944,0.0
frame-trained,311,26550,L1,-1.0,0.0,-0.001128769596107304,True,0.0,16.18575668334961,0,-0.00026499011437408626,-0.0032993785571306944,0.0
frame-trained,312,20655,L2,1.0,0.0,-0.001128769596107304,False,0.0,15.364325523376465,1,0.0021483118180185556,0.0032993785571306944,3.724238339941621e-08
frame-trained,312,26550,L1,-1.0,0.0,-0.001128769596107304,False,0.0,15.364325523376465,1,-0.3464689552783966,-0.0032993785571306944,-3.724238339941621e-08
frame-trained,328,20655,L2,1.0,-1.0,-0.24922119081020355,False,-30.0,-23.32269287109375,0,0.0010510188294574618,0.7242547273635864,-0.005437550600618124
frame-trained,328,26550,L1,-1.0,-1.0,-0.24922119081020355,False,-30.0,-23.32269287109375,0,-0.16954661905765533,-0.7242547273635864,0.005437550600618124
frame-trained,329,20655,L2,1.0,0.0,-0.16849559545516968,False,0.0,-22.139060974121094,0,0.0008533603395335376,0.48966002464294434,0.0
frame-trained,329,26550,L1,-1.0,0.0,-0.16849559545516968,False,0.0,-22.139060974121094,0,-0.13766105473041534,-0.48966002464294434,0.0
frame-trained,330,20655,L2,1.0,0.0,-0.16849559545516968,False,0.0,-21.0154972076416,0,0.0006928742513991892,0.48966002464294434,0.0
frame-trained,330,26550,L1,-1.0,0.0,-0.16849559545516968,False,0.0,-21.0154972076416,0,-0.11177200824022293,-0.48966002464294434,0.0
frame-trained,331,20655,L2,1.0,0.0,-0.16849559545516968,False,0.0,-19.948955535888672,0,0.0005625697667710483,0.48966002464294434,0.0
frame-trained,331,26550,L1,-1.0,0.0,-0.16849559545516968,False,0.0,-19.948955535888672,0,-0.0907517522573471,-0.48966002464294434,0.0
frame-trained,332,20655,L2,1.0,0.0,-0.16849559545516968,False,0.0,-18.936540603637695,0,0.000456770823802799,0.48966002464294434,0.0
frame-trained,332,26550,L1,-1.0,0.0,-0.16849559545516968,False,0.0,-18.936540603637695,0,-0.07368464022874832,-0.48966002464294434,0.0
frame-trained,333,20655,L2,1.0,0.0,-0.16849559545516968,False,0.0,-17.975505828857422,0,0.0003708688309416175,0.48966002464294434,0.0
frame-trained,333,26550,L1,-1.0,0.0,-0.16849559545516968,False,0.0,-17.975505828857422,0,-0.05982723459601402,-0.48966002464294434,0.0
frame-trained,334,20655,L2,1.0,0.0,-0.16849559545516968,False,0.0,-17.063243865966797,0,0.0003011218796018511,0.48966002464294434,0.0
frame-trained,334,26550,L1,-1.0,0.0,-0.16849559545516968,False,0.0,-17.063243865966797,0,-0.048575904220342636,-0.48966002464294434,0.0
frame-trained,335,20655,L2,1.0,0.0,-0.16849559545516968,False,0.0,-16.19727897644043,0,0.00024449179181829095,0.48966002464294434,0.0
frame-trained,335,26550,L1,-1.0,0.0,-0.16849559545516968,False,0.0,-16.19727897644043,0,-0.039440542459487915,-0.48966002464294434,0.0
frame-trained,336,20655,L2,1.0,0.0,-0.16849559545516968,False,0.0,-15.375263214111328,0,0.00019851177057716995,0.48966002464294434,0.0008250555256381631
frame-trained,336,26550,L1,-1.0,0.0,-0.16849559545516968,False,0.0,-15.375263214111328,0,-0.03202321007847786,-0.48966002464294434,-0.0008250555256381631
frame-trained,337,20655,L2,1.0,0.0,-0.03182469680905342,False,0.0,-14.594964981079102,0,0.00016117891937028617,0.09248480945825577,0.0
frame-trained,337,26550,L1,-1.0,0.0,-0.03182469680905342,False,0.0,-14.594964981079102,0,-0.02600080706179142,-0.09248480945825577,0.0
frame-trained,338,20655,L2,1.0,0.0,-0.03182469680905342,False,0.0,-13.854267120361328,0,0.0001308670180151239,0.09248480945825577,0.0
frame-trained,338,26550,L1,-1.0,0.0,-0.03182469680905342,False,0.0,-13.854267120361328,0,-0.021111000329256058,-0.09248480945825577,0.0
frame-trained,339,20655,L2,1.0,0.0,-0.03182469680905342,False,0.0,-13.151159286499023,0,0.00010625568393152207,0.09248480945825577,0.0
frame-trained,339,26550,L1,-1.0,0.0,-0.03182469680905342,False,0.0,-13.151159286499023,0,-0.017140787094831467,-0.09248480945825577,0.0
frame-trained,340,20655,L2,1.0,0.0,-0.03182469680905342,False,0.0,-12.483734130859375,0,8.627284842077643e-05,0.09248480945825577,0.0
frame-trained,340,26550,L1,-1.0,0.0,-0.03182469680905342,False,0.0,-12.483734130859375,0,-0.013917227275669575,-0.09248480945825577,0.0
frame-trained,341,20655,L2,1.0,0.0,-0.03182469680905342,False,0.0,-11.850181579589844,0,7.004805956967175e-05,0.09248480945825577,0.0
frame-trained,341,26550,L1,-1.0,0.0,-0.03182469680905342,False,0.0,-11.850181579589844,0,-0.011299902573227882,-0.09248480945825577,0.0
frame-trained,342,20655,L2,1.0,0.0,-0.03182469680905342,False,0.0,-11.24878215789795,0,5.687456359737553e-05,0.09248480945825577,0.0
frame-trained,342,26550,L1,-1.0,0.0,-0.03182469680905342,False,0.0,-11.24878215789795,0,-0.009174801409244537,-0.09248480945825577,0.0
frame-trained,343,20655,L2,1.0,0.0,-0.03182469680905342,False,0.0,-10.677903175354004,0,4.6178523916751146e-05,0.09248480945825577,0.0
frame-trained,343,26550,L1,-1.0,0.0,-0.03182469680905342,False,0.0,-10.677903175354004,0,-0.007449354510754347,-0.09248480945825577,0.0
frame-trained,344,20655,L2,1.0,0.0,-0.03182469680905342,False,0.0,-10.13599681854248,0,3.7494020943995565e-05,0.09248480945825577,2.943300933111459e-05
frame-trained,344,26550,L1,-1.0,0.0,-0.03182469680905342,False,0.0,-10.13599681854248,0,-0.006048401352018118,-0.09248480945825577,-2.943300933111459e-05
frame-trained,345,20655,L2,1.0,0.0,-0.006010907236486673,False,0.0,-9.62159252166748,0,3.0442757633863948e-05,0.017468120902776718,0.0
frame-trained,345,26550,L1,-1.0,0.0,-0.006010907236486673,False,0.0,-9.62159252166748,0,-0.004910916555672884,-0.017468120902776718,0.0
frame-trained,346,20655,L2,1.0,0.0,-0.006010907236486673,False,0.0,-9.133294105529785,0,2.4717581254662946e-05,0.017468120902776718,0.0
frame-trained,346,26550,L1,-1.0,0.0,-0.006010907236486673,False,0.0,-9.133294105529785,0,-0.003987351432442665,-0.017468120902776718,0.0
frame-trained,347,20655,L2,1.0,0.0,-0.006010907236486673,False,0.0,-8.669776916503906,0,2.0069101083208807e-05,0.017468120902776718,0.0
frame-trained,347,26550,L1,-1.0,0.0,-0.006010907236486673,False,0.0,-8.669776916503906,0,-0.0032374754082411528,-0.017468120902776718,0.0
