condition,tick,source,cell_type,transmitter_sign,target,forecast,source_spike,source_sensory_input,source_observed_current,arrival_count,signed_recurrent_current,retained_eligibility,weight_update_proposal
initial,244,26550,L1,-1.0,0.0,-0.002725561149418354,False,0.0,-12.775299072265625,0,-0.0027116367127746344,-0.14028353989124298,0.0
initial,245,20655,L2,1.0,0.0,-0.002725561149418354,False,0.0,-12.126949310302734,0,0.0012399182887747884,0.14028812944889069,0.0
initial,245,26550,L1,-1.0,0.0,-0.002725561149418354,False,0.0,-12.126949310302734,0,-0.002201676368713379,-0.14028353989124298,0.0
initial,246,20655,L2,1.0,0.0,-0.002725561149418354,False,0.0,-11.511503219604492,0,0.0010067346738651395,0.14028812944889069,0.0
initial,246,26550,L1,-1.0,0.0,-0.002725561149418354,False,0.0,-11.511503219604492,0,-0.0017876210622489452,-0.14028353989124298,0.0
initial,247,20655,L2,1.0,0.0,-0.002725561149418354,False,0.0,-10.927291870117188,0,0.0008174044196493924,0.14028812944889069,0.0
initial,247,26550,L1,-1.0,0.0,-0.002725561149418354,False,0.0,-10.927291870117188,0,-0.0014514344511553645,-0.14028353989124298,0.0
initial,248,20655,L2,1.0,0.0,-0.002725561149418354,False,0.0,-10.372729301452637,0,0.0006636803154833615,0.14028812944889069,3.8236389627854805e-06
initial,248,26550,L1,-1.0,0.0,-0.002725561149418354,False,0.0,-10.372729301452637,0,-0.0011784723028540611,-0.14028353989124298,-3.823513907263987e-06
initial,249,20655,L2,1.0,0.0,-0.0005147918709553778,False,0.0,-9.84631061553955,0,0.0005388661520555615,0.026496997103095055,0.0
initial,249,26550,L1,-1.0,0.0,-0.0005147918709553778,False,0.0,-9.84631061553955,0,-0.0009568444802425802,-0.02649613469839096,0.0
initial,250,20655,L2,1.0,0.0,-0.0005147918709553778,False,0.0,-9.34660816192627,0,0.00043752501369453967,0.026496997103095055,0.0
initial,250,26550,L1,-1.0,0.0,-0.0005147918709553778,False,0.0,-9.34660816192627,0,-0.0007768967770971358,-0.02649613469839096,0.0
initial,251,20655,L2,1.0,0.0,-0.0005147918709553778,False,0.0,-8.872265815734863,0,0.00035524246050044894,0.026496997103095055,0.0
initial,251,26550,L1,-1.0,0.0,-0.0005147918709553778,False,0.0,-8.872265815734863,0,-0.0006307907169684768,-0.02649613469839096,0.0
initial,252,20655,L2,1.0,0.0,-0.0005147918709553778,False,0.0,-8.421996116638184,0,0.00028843426844105124,0.026496997103095055,0.0
initial,252,26550,L1,-1.0,0.0,-0.0005147918709553778,False,0.0,-8.421996116638184,0,-0.0005121618742123246,-0.02649613469839096,0.0
initial,253,20655,L2,1.0,0.0,-0.0005147918709553778,False,0.0,-7.994577884674072,0,0.0002341902581974864,0.026496997103095055,0.0
initial,253,26550,L1,-1.0,0.0,-0.0005147918709553778,False,0.0,-7.994577884674072,0,-0.0004158428346272558,-0.02649613469839096,0.0
initial,254,20655,L2,1.0,0.0,-0.0005147918709553778,False,0.0,-7.588850975036621,0,0.00019014757708646357,0.026496997103095055,0.0
